Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,Processor_Graphics_,Graphics_Base_Frequency,Graphics_Max_Dynamic_Frequency,Graphics_Video_Max_Memory,Graphics_Output,Support_4k,Max_Resolution_HDMI,Max_Resolution_DP,Max_Resolution_eDP_Integrated_Flat_Panel,DirectX_Support,OpenGL_Support,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit,Geekbench_Single,Geekbench_Multi
Legacy Intel® Core™ Processors,Mobile,i5-560M,End of Interactive Support,14791.0,32.0,,2.0,4.0,2.66,3.2,3 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,766 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,435.6,921.2
Legacy Intel® Core™ Processors,Mobile,i5-560UM,End of Interactive Support,14791.0,32.0,,2.0,4.0,1.33,2.13,3 MB SmartCache,2.5 GT/s DMI,18.0,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,276.0,482.0
Legacy Intel® Core™ Processors,Mobile,i5-580M,End of Interactive Support,14791.0,32.0,,2.0,4.0,2.66,3.33,3 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,766 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,362.8,731.6
Legacy Intel® Core™ Processors,Desktop,i5-650,End of Interactive Support,14610.0,32.0,177.0,2.0,4.0,3.2,3.46,4 MB SmartCache,2.5 GT/s DMI,73.0,No,,16.38 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,524.8,1442.2
Legacy Intel® Core™ Processors,Desktop,i5-655K,End of Interactive Support,14700.0,32.0,177.0,2.0,4.0,3.2,3.46,4 MB SmartCache,2.5 GT/s DMI,73.0,No,,16.38 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,622.8,1407.4
Legacy Intel® Core™ Processors,Desktop,i5-660,End of Interactive Support,14610.0,32.0,177.0,2.0,4.0,3.33,3.6,4 MB SmartCache,2.5 GT/s DMI,73.0,Yes,Yes,16.38 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,648.4,1940.2
Legacy Intel® Core™ Processors,Desktop,i5-661,End of Interactive Support,14610.0,32.0,177.0,2.0,4.0,3.33,3.6,4 MB SmartCache,2.5 GT/s DMI,87.0,No,,16.38 GB,DDR3 1066/1333,2,21 GB/s,,,900 MHz,,,,,,,,,,2,"1x16, 2x8",16,69.8°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,318.4,701.2
Legacy Intel® Core™ Processors,Desktop,i5-670,End of Interactive Support,14610.0,32.0,305.0,2.0,4.0,3.46,3.73,4 MB SmartCache,2.5 GT/s DMI,73.0,No,,16.6 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,351.2,741.0
Legacy Intel® Core™ Processors,Desktop,i5-750,End of Interactive Support,14426.0,45.0,193.0,4.0,4.0,2.66,3.2,8 MB SmartCache,2.5 GT/s DMI,95.0,Yes,Yes,16 GB,DDR3 1066/1333,2,21 GB/s,,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,No,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,505.0,1697.8
Legacy Intel® Core™ Processors,Desktop,i5-760,End of Interactive Support,14791.0,45.0,213.0,4.0,4.0,2.8,3.33,8 MB SmartCache,2.5 GT/s DMI,95.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,No,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,558.2,1782.6
Legacy Intel® Core™ Processors,Mobile,i7-620LM,End of Interactive Support,14610.0,32.0,,2.0,4.0,2.0,2.8,4 MB SmartCache,2.5 GT/s DMI,25.0,No,Yes,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,266 MHz,566 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,334.2,564.2
Legacy Intel® Core™ Processors,Mobile,i7-620M,End of Interactive Support,14610.0,32.0,250.0,2.0,4.0,2.66,3.33,4 MB SmartCache,2.5 GT/s DMI,35.0,Yes,Yes,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,766 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,504.2,980.4
Legacy Intel® Core™ Processors,Mobile,i7-640LM,End of Interactive Support,14610.0,32.0,,2.0,4.0,2.13,2.93,4 MB SmartCache,2.5 GT/s DMI,25.0,No,Yes,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,266 MHz,566 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,412.8,782.6
Legacy Intel® Core™ Processors,Mobile,i7-640M,End of Interactive Support,14791.0,32.0,,2.0,4.0,2.8,3.46,4 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,766 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,518.0,1075.4
Legacy Intel® Core™ Processors,Mobile,i7-640UM,End of Interactive Support,14610.0,32.0,,2.0,4.0,1.2,2.27,4 MB SmartCache,2.5 GT/s DMI,18.0,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,173.0,347.8
Legacy Intel® Core™ Processors,Mobile,i7-680UM,End of Interactive Support,14791.0,32.0,,2.0,4.0,1.46,2.53,4 MB SmartCache,2.5 GT/s DMI,18.0,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C ,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,120.0,520.0
Legacy Intel® Core™ Processors,Mobile,i7-740QM,End of Interactive Support,14791.0,45.0,380.0,4.0,8.0,1.73,2.93,6 MB SmartCache,2.5 GT/s DMI,45.0,No,,8 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,100°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,Yes,,Yes,208.4,579.4
Legacy Intel® Core™ Processors,Mobile,i7-840QM,End of Interactive Support,14791.0,45.0,570.0,4.0,8.0,1.86,3.2,8 MB SmartCache,2.5 GT/s DMI,45.0,No,,8 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,100°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,Yes,,Yes,358.2,1241.6
Legacy Intel® Core™ Processors,Desktop,i7-860S,End of Interactive Support,14610.0,45.0,362.0,4.0,8.0,2.53,3.46,8 MB SmartCache,2.5 GT/s DMI,82.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,571.4,1827.4
Legacy Intel® Core™ Processors,Desktop,i7-870,End of Interactive Support,14426.0,45.0,305.0,4.0,8.0,2.93,3.6,8 MB SmartCache,2.5 GT/s DMI,95.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,424.8,1636.4
Legacy Intel® Core™ Processors,Desktop,i7-870S,End of Interactive Support,14700.0,45.0,,4.0,8.0,2.66,3.6,8 MB SmartCache,2.5 GT/s DMI,82.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,532.2,1785.8
Legacy Intel® Core™ Processors,Desktop,i7-875K,End of Interactive Support,14700.0,45.0,353.0,4.0,8.0,2.93,3.6,8 MB SmartCache,2.5 GT/s DMI,95.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,692.6,2837.2
Legacy Intel® Core™ Processors,Desktop,i7-880,End of Interactive Support,14700.0,45.0,,4.0,8.0,3.06,3.73,8 MB SmartCache,2.5 GT/s DMI,95.0,No,,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,1129.2,5413.8
Legacy Intel® Core™ Processors,Desktop,i7-930,End of Interactive Support,14610.0,45.0,305.0,4.0,8.0,2.8,3.06,8 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,514.2,1965.4
Legacy Intel® Core™ Processors,Desktop,i7-940,End of Interactive Support,14153.0,45.0,555.0,4.0,8.0,2.93,3.2,8 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,555.0,2118.6
Legacy Intel® Core™ Processors,Desktop,i7-950,End of Interactive Support,14335.0,45.0,305.0,4.0,8.0,3.06,3.33,8 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,578.8,1974.6
Legacy Intel® Core™ Processors,Desktop,i7-960,End of Interactive Support,14518.0,45.0,305.0,4.0,8.0,3.2,3.46,8 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,583.2,2266.2
Legacy Intel® Core™ Processors,Desktop,i7-970,End of Interactive Support,14791.0,32.0,594.0,6.0,12.0,3.2,3.46,12 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,636.6,3195.2
Legacy Intel® Core™ Processors,Desktop,i7-980,End of Interactive Support,15065.0,32.0,594.0,6.0,12.0,3.33,3.6,12 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 1066,3,,,,,,,,,,,,,,,,,68.8°C ,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,573.2,2081.6
Legacy Intel® Core™ Processors,Desktop,i3-560,End of Interactive Support,14791.0,32.0,117.0,2.0,4.0,3.33,,4 MB SmartCache,2.5 GT/s DMI,73.0,No,,16.38 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,509.6,1191.8
Legacy Intel® Core™ Processors,Mobile,i5-480M,End of Interactive Support,14975.0,32.0,,2.0,4.0,2.66,2.93,3 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,766 MHz,,,,,,,,,2,1x16,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,421.6,831.4
Legacy Intel® Core™ Processors,Mobile,i3-390M,End of Interactive Support,14975.0,32.0,,2.0,4.0,2.66,,3 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,"90°C for rPGA, 105°C for BGA",Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,412.8,898.8
Legacy Intel® Core™ Processors,Desktop,i5-680,End of Interactive Support,14700.0,32.0,305.0,2.0,4.0,3.6,3.86,4 MB SmartCache,2.5 GT/s DMI,73.0,No,,16.6 GB,DDR3 1066/1333,2,21 GB/s,,,733 MHz,,,,,,,,,,2,"1x16, 2x8",16,72.6°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,642.2,1380.8
Legacy Intel® Core™ Processors,Mobile,i7-720QM,End of Interactive Support,14426.0,45.0,380.0,4.0,8.0,1.6,2.8,6 MB SmartCache,2.5 GT/s DMI,45.0,No,,8 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,100°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,Yes,,Yes,394.4,1073.6
Legacy Intel® Core™ Processors,Mobile,i7-820QM,End of Interactive Support,14426.0,45.0,,4.0,8.0,1.73,3.06,8 MB SmartCache,2.5 GT/s DMI,45.0,No,,8 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,100°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,Yes,,Yes,349.8,776.8
Legacy Intel® Core™ Processors,Desktop,i7-860,End of Interactive Support,14426.0,45.0,257.0,4.0,8.0,2.8,3.46,8 MB SmartCache,2.5 GT/s DMI,95.0,Yes,Yes,16 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,"1x16, 2x8",16,72.7°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,575.0,2066.6
Legacy Intel® Core™ Processors,Desktop,i7-920,End of Interactive Support,14153.0,45.0,305.0,4.0,8.0,2.66,2.93,8 MB SmartCache,4.8 GT/s QPI,130.0,No,,24 GB,DDR3 800/1066 ,3,25.6 GB/s,No,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64.0,SSE4.2,Yes,No,,Yes,472.4,1864.0
Legacy Intel® Core™ Processors,Desktop,i3-2100,End of Life,14975.0,32.0,120.0,2.0,4.0,3.1,,3 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,549.6,1201.2
Legacy Intel® Core™ Processors,Desktop,i3-2100T,End of Life,14975.0,32.0,132.0,2.0,4.0,2.5,,3 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,650 MHz,1.10 GHz,,,,,,,,,2,,16,65.0°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,495.6,1066.0
Legacy Intel® Core™ Processors,Desktop,i3-2105,End of Life,15065.0,32.0,134.0,2.0,4.0,3.1,,3 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,544.4,1177.8
Legacy Intel® Core™ Processors,Desktop,i3-2120,Launched,14975.0,32.0,110.0,2.0,4.0,3.3,,3 MB SmartCache,5 GT/s DMI,65.0,Yes,Yes,32 GB,DDR3 1066/1333,2,21 GB/s,,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,577.4,1248.2
Legacy Intel® Core™ Processors,Desktop,i3-2120T,End of Life,15156.0,32.0,121.0,2.0,4.0,2.6,,3 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,650 MHz,1.10 GHz,,,,,,,,,2,,16,65.0°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,509.8,1161.4
Legacy Intel® Core™ Processors,Desktop,i3-2125,End of Life,15156.0,32.0,134.0,2.0,4.0,3.3,,3 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,604.6,1356.8
Legacy Intel® Core™ Processors,Desktop,i3-2130,End of Life,15156.0,32.0,117.0,2.0,4.0,3.4,,3 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,586.4,1239.4
Legacy Intel® Core™ Processors,Mobile,i3-2310M,Launched,14975.0,32.0,,2.0,4.0,2.1,,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8+2x4",16,85C (PGA); 100C (BGA),Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,343.0,766.8
Legacy Intel® Core™ Processors,Mobile,i3-2312M,Launched,15065.0,32.0,,2.0,4.0,2.1,,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8+2x4",16,85 C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,274.2,555.2
Legacy Intel® Core™ Processors,Mobile,i3-2328M,Launched,15522.0,32.0,,2.0,4.0,2.2,,3 MB,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT ,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,85C (PGA); 100C (BGA) ,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,340.6,730.0
Legacy Intel® Core™ Processors,Mobile,i3-2330M,Launched,15065.0,32.0,,2.0,4.0,2.2,,3 MB L3,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,85C (PGA); 100C (BGA),Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,356.8,667.2
Legacy Intel® Core™ Processors,Mobile,i3-2348M,Launched,15706.0,32.0,,2.0,4.0,2.3,,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.15 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,85C (PGA); 100C (BGA),Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,428.6,891.0
Legacy Intel® Core™ Processors,Mobile,i3-2350M,Launched,15248.0,32.0,,2.0,4.0,2.3,,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.15 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,85C (PGA); 100C (BGA),Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,415.2,868.0
Legacy Intel® Core™ Processors,Mobile,i3-2357M,Launched,15065.0,32.0,,2.0,4.0,1.3,,3 MB L3,5 GT/s DMI,17.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,350 MHz,950 MHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,262.2,601.0
Legacy Intel® Core™ Processors,Mobile,i3-2365M,Launched,15522.0,32.0,,2.0,4.0,1.4,,3 MB SmartCache,5 GT/s DMI,17.0,No,Yes,16 GB,DDR3 1066/1333,2,,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,262.6,610.6
Legacy Intel® Core™ Processors,Mobile,i3-2367M,Launched,15248.0,32.0,250.0,2.0,4.0,1.4,,3 MB SmartCache,5 GT/s DMI,17.0,No,Yes,16 GB,DDR3 1066/1333,2,,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,276.0,626.4
Legacy Intel® Core™ Processors,Mobile,i3-2370M,Launched,15340.0,32.0,,2.0,4.0,2.4,,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.15 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,85C (PGA); 100C (BGA),Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,495.8,1086.4
Legacy Intel® Core™ Processors,Mobile,i3-2375M,Launched,15706.0,32.0,,2.0,4.0,1.5,,3 MB SmartCache,5 GT/s DMI,17.0,No,Yes,16 GB,DDR3 1066/1333,2,,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,234.0,565.8
Legacy Intel® Core™ Processors,Mobile,i3-2377M,Launched,15431.0,32.0,,2.0,4.0,1.5,,3 MB SmartCache,5 GT/s DMI,17.0,No,Yes,16 GB,DDR3 1066/1333,2,,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,277.4,635.0
Legacy Intel® Core™ Processors,Desktop,i5-2300,End of Life,14975.0,32.0,187.0,4.0,4.0,2.8,3.1,6 MB SmartCache,5 GT/s DMI,95.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,72.6°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,599.2,1836.0
Legacy Intel® Core™ Processors,Desktop,i5-2310,End of Life,15065.0,32.0,,4.0,4.0,2.9,3.2,6 MB SmartCache,5 GT/s DMI,95.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,72.6°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,625.8,1786.4
Legacy Intel® Core™ Processors,Desktop,i5-2320,End of Life,15156.0,32.0,177.0,4.0,4.0,3.0,3.3,6 MB SmartCache,5 GT/s DMI,95.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,72.6°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,662.0,2124.0
Legacy Intel® Core™ Processors,Desktop,i5-2380P,End of Life,15340.0,32.0,187.0,4.0,4.0,3.1,3.4,6 MB SmartCache,5 GT/s DMI,95.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,,,,,,,,,,,2,,16,72.6°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,687.6,2175.0
Legacy Intel® Core™ Processors,Desktop,i5-2390T,End of Life,14975.0,32.0,,2.0,4.0,2.7,3.5,3 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,,,650 MHz,1.10 GHz,,,,,,,,,2,,16,65.0°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,661.8,1317.4
Legacy Intel® Core™ Processors,Desktop,i5-2400,Launched,14975.0,32.0,174.0,4.0,4.0,3.1,3.4,6 MB SmartCache,5 GT/s DMI,95.0,Yes,Yes,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,72.6°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,726.0,2047.6
Legacy Intel® Core™ Processors,Desktop,i5-2400S,End of Life,14975.0,32.0,,4.0,4.0,2.5,3.3,6 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,539.8,1466.2
Legacy Intel® Core™ Processors,Desktop,i5-2405S,End of Life,15065.0,32.0,,4.0,4.0,2.5,3.3,6 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066/1333,2,21 GB/s,No,,850 MHz,1.10 GHz,,,,,,,,,2,,16,69.1°C,No,Yes,Yes,64.0,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,668.2,1978.6
Legacy Intel® Core™ Processors,Mobile,i5-2410M,Launched,14975.0,32.0,,2.0,4.0,2.3,2.9,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.20 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8+2x4",16,100 C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,567.0,1192.6
Legacy Intel® Core™ Processors,Mobile,i5-2430M,Launched,15248.0,32.0,,2.0,4.0,2.4,3.0,3 MB SmartCache,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.20 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8+2x4",16,100 C,Yes,Yes,Yes,64.0,AVX,Yes,Yes,,Yes,586.2,1274.6
